11,University of Cambridge,https://www.cam.ac.uk/,uk
12,University of Pennsylvania,https://www.upenn.edu/,us
13,University of California Los Angeles UCLA,https://www.ucla.edu/,us
14,Yale University,https://www.yale.edu/,us
15,UCL University College London,https://www.ucl.ac.uk/,uk
16,University of Toronto,https://www.utoronto.ca/,ca
17,University of California San Diego,https://www.ucsd.edu/,us
18,Pennsylvania State University,https://www.psu.edu/,us
19,University of Wisconsin Madison,https://www.wisc.edu/,us
20,University of Minnesota System,https://umn.edu/,us
