1119,Aligarh Muslim University,https://amu.ac.in/,in
1121,University of San Diego,https://www.sandiego.edu/,us
1129,École des Hautes Études en sciences sociales EHESS,https://www.ehess.fr/,fr
1135,ISCTE Instituto Universitário de Lisboa,https://www.iscte-iul.pt/,pt
1138,Universidade do Algarve,https://www.ualg.pt/,pt
1141,Amrita University,https://amrita.edu/,in
1142,University of South Alabama,https://www.southalabama.edu/,us
1143,Linnaeus University,https://lnu.se/,se
1145,University of Derby,https://www.derby.ac.uk/,uk
1148,University of South Dakota,https://www.usd.edu/,us
