820,Aberystwyth University,https://www.aber.ac.uk/,uk
821,Universität Hohenheim,https://www.uni-hohenheim.de/,de
822,Università del Salento,https://www.unisalento.it/,it
823,Università degli Studi dell'Aquila,https://www.univaq.it/,it
828,Universidad de Cádiz,https://www.uca.es/,es
829,École Normale Supérieure ENS Paris,https://www.ens.psl.eu/,fr
831,Loma Linda University,https://home.llu.edu/,us
833,Creighton University,https://www.creighton.edu/,us
835,University of Southern Mississippi,https://www.usm.edu/,us
837,Middlesex University,https://www.mdx.ac.uk/,uk
