216,George Mason University,https://www.gmu.edu/,us
219,RMIT University,https://www.rmit.edu.au/,au
220,Sorbonne Université,https://www.sorbonne-universite.fr/,fr
221,University of Oregon,https://www.uoregon.edu/,us
222,University of Central Florida,https://www.ucf.edu/,us
223,University of Oklahoma,https://www.ou.edu/,us
224,Erasmus University of Rotterdam,https://www.eur.nl/,nl
225,Humboldt Universität zu Berlin,https://www.hu-berlin.de/,de
226,Queen's University Kingston,https://www.queensu.ca/,ca
229,Universität Freiburg,https://uni-freiburg.de/,de
