1562,Jacobs University Bremen,https://www.jacobs-university.de/,de
1564,Bentley University,https://www.bentley.edu/,us
1567,University of Saint Thomas Saint Paul,https://www.stthomas.edu/,us
1568,Mount Holyoke College,https://www.mtholyoke.edu/,us
1570,Universidade dos Açores,https://www.uac.pt/,pt
1572,Lovely Professional University,https://www.lpu.in/,in
1573,Oberlin College,https://www.oberlin.edu/,us
1575,Siksha O Anusandhan University,https://www.soa.ac.in/,in
1579,Ontario Tech University,https://ontariotechu.ca/,ca
1584,Universidad de Burgos,https://www.ubu.es/,es
