33,University of Florida,https://www.ufl.edu/,us
34,University of Illinois Urbana Champaign,https://illinois.edu/,us
35,Ohio State University,https://www.osu.edu/,us
36,University of California Davis,https://www.ucdavis.edu/,us
37,University of California Irvine,https://uci.edu/,us
39,University of California San Francisco,https://www.ucsf.edu/,us
40,University of Melbourne,https://www.unimelb.edu.au/,au
41,University of Maryland College Park,https://www.umd.edu/,us
42,Washington University Saint Louis,https://wustl.edu/,us
43,University of Edinburgh,https://www.ed.ac.uk/,uk
