1677,Staffordshire University,https://www.staffs.ac.uk/,uk
1678,West Chester University of Pennsylvania,https://www.wcupa.edu/,us
1679,Stockholm School of Economics,https://www.hhs.se/,se
1682,Seattle University,https://www.seattleu.edu/,us
1684,Libera Università Internazionale degli Studi Sociali LUISS Guido Carli,https://www.luiss.it/,it
1685,Bowdoin College,https://www.bowdoin.edu/,us
1687,Western Norway University of Applied Sciences,https://www.hvl.no/,no
1689,Bard College,https://www.bard.edu/,us
1690,Indian Institute of Science Education and Research Pune,https://www.iiserpune.ac.in/,in
1693,Università degli Studi Mediterranea di Reggio Calabria,https://www.unirc.it/,it
