949,Universidade Nova de Lisboa,https://www.unl.pt/,pt
951,Kennesaw State University,https://www.kennesaw.edu/,us
952,Indian Institute of Technology IIT Guwahati,https://www.iitg.ac.in/,in
954,Université de Paris XII,https://www.u-pec.fr/,fr
962,Lappeenranta University of Technology,https://www.lut.fi/,fi
964,Georgia Southern University,https://www.georgiasouthern.edu/,us
965,Medizinische Universität Innsbruck,https://www.i-med.ac.at/,at
966,Universidad Pablo de Olavide,https://www.upo.es/,es
967,Medizinische Universität Graz,https://www.medunigraz.at/,at
968,Swinburne University of Technology,https://www.swinburne.edu.au/,au
