799,Universität Mannheim,https://www.uni-mannheim.de/,de
802,Université de Versailles,https://www.uvsq.fr/,fr
803,Depaul University,https://www.depaul.edu/,us
804,Universitat de Girona,https://www.udg.edu/,es
806,Howard University,https://howard.edu/,us
808,Oakland University,https://www.oakland.edu/,us
809,Brock University,https://brocku.ca/,ca
810,Universität Kassel,https://www.uni-kassel.de/,de
811,Universidad de Extremadura,https://www.unex.es/,es
816,Wright State University,http://www.wright.edu/,us
