107,Tufts University,https://www.tufts.edu/,us
109,Aarhus University,https://www.au.dk/,dk
110,University of Maryland Baltimore,https://www.umaryland.edu/,us
111,University of Warwick,https://warwick.ac.uk/,uk
112,Ruprecht Karls Universität Heidelberg,https://www.uni-heidelberg.de/,de
113,Università di Bologna,https://www.unibo.it/,it
114,Universitat de Barcelona,https://www.ub.edu/,es
115,Bristol University,https://www.bristol.ac.uk/,uk
116,Oregon State University,https://oregonstate.edu/,us
117,University of South Florida,https://www.usf.edu/,us
