548,Technische Universität Graz,https://www.tugraz.at/,at
549,Universität Konstanz,https://www.uni-konstanz.de/,de
550,Università degli Studi di Modena e Reggio Emilia,https://www.unimore.it/,it
551,Universität Bielefeld,https://www.uni-bielefeld.de/,de
553,Universidad Carlos III de Madrid,https://www.uc3m.es/,es
554,Lehigh University,https://www1.lehigh.edu/,us
556,Ohio University,https://www.ohio.edu/,us
557,Rockefeller University,https://www.rockefeller.edu/,us
558,Indian Institute of Technology IIT Kharagpur,http://www.iitkgp.ac.in/,in
564,University of Alaska Fairbanks,https://www.uaf.edu/,us
