1811,California State University Dominguez Hills,https://www.csudh.edu/,us
1812,CUNY College of Staten Island,https://www.csi.cuny.edu/,us
1816,Panjab University,https://puchd.ac.in/,in
1817,Jackson State University,https://www.jsums.edu/,us
1820,Skidmore College,https://www.skidmore.edu/,us
1826,Montanuniversität Leoben,https://www.unileoben.ac.at/,at
1827,Florida Gulf Coast University,https://www.fgcu.edu/,us
1833,Purdue University Northwest,https://www.pnw.edu/,us
1834,BI Norwegian Business School,https://www.bi.no/,no
1836,University of Alabama Huntsville,https://www.uah.edu/,us
